ref,Chargescomprises:,Classeénergie:,Codepostal:,GES:,Loyermensuel:,Meublé/Nonmeublé:,Pièces:,Référence:,Surface:,Typedebien:,Ville:,ref
704176473,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),490.0,Non meublé,2,ofw-17558-13580-a,39 m,Appartement,Rennes,704176473
666264058,Non,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),485.0,Non meublé,2,renaud,41 m,Appartement,Rennes,666264058
704380565,Oui,G (de 451 &agrave; 590),35000,F (de 56 &agrave; 80),427.0,Non meublé,1,13125,21 m,Appartement,Rennes,704380565
685836077,Oui,C (de 91 &agrave; 150),35000,,790.0,,3,g00361259,63 m,Appartement,Rennes,685836077
704225428,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),515.0,Non meublé,2,sg6310,32 m,Appartement,Rennes,704225428
685836130,Oui,,35000,,834.0,,3,g00360693,65 m,Appartement,Rennes,685836130
685903783,Oui,A (moins de 50),35000,B (de 6 &agrave; 10),943.0,Non meublé,5,ges51410151-154,106 m,Appartement,Rennes,685903783
667868852,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),670.0,Non meublé,4,8817v,63 m,Appartement,Rennes,667868852
704122533,Oui,E (de 231 &agrave; 330),35000,,468.0,Non meublé,2,60749,35 m,Appartement,Rennes,704122533
685830210,Oui,,35000,,470.0,,2,g00361376,36 m,Appartement,Rennes,685830210
704424884,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),492.0,Non meublé,1,fl0447217,30 m,Appartement,Rennes,704424884
704179860,Oui,C (de 91 &agrave; 150),35000,C (de 11 &agrave; 20),788.0,Non meublé,3,395v-20-m-4,63 m,Appartement,Rennes,704179860
704059730,,C (de 91 &agrave; 150),35000,C (de 11 &agrave; 20),465.0,Non meublé,2,,40 m,Appartement,Rennes,704059730
704074219,Oui,E (de 231 &agrave; 330),35000,,495.0,Non meublé,1,penn,30 m,Appartement,Rennes,704074219
704372575,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),595.0,Non meublé,2,26098,48 m,Appartement,Rennes,704372575
703434537,,D (de 151 &agrave; 230),35000,F (de 56 &agrave; 80),840.0,Non meublé,3,,80 m,Appartement,Rennes,703434537
685338326,Oui,D (de 151 &agrave; 230),35000,G (de 81 &agrave; 110),780.0,Non meublé,3,g11314,80 m,Appartement,Rennes,685338326
704001422,,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),690.0,Non meublé,3,,60 m,Appartement,Rennes,704001422
703981165,,C (de 91 &agrave; 150),35000,C (de 11 &agrave; 20),635.0,Non meublé,2,,50 m,Appartement,Rennes,703981165
624714278,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),575.0,Non meublé,3,ges47870018,52 m,Appartement,Rennes,624714278
703964321,,D (de 151 &agrave; 230),35000,,480.0,Non meublé,3,,30 m,Appartement,Rennes,703964321
703955892,,B (de 51 &agrave; 90),35000,C (de 11 &agrave; 20),300.0,Meublé,2,,20 m,Appartement,Rennes,703955892
703949252,,C (de 91 &agrave; 150),35000,C (de 11 &agrave; 20),625.0,Non meublé,2,,39 m,Appartement,Rennes,703949252
703967639,Oui,D (de 151 &agrave; 230),35000,,385.0,Non meublé,1,63374,16 m,Appartement,Rennes,703967639
703953611,Oui,C (de 91 &agrave; 150),35000,,800.0,Non meublé,3,seau,75 m,Appartement,Rennes,703953611
703930320,,C (de 91 &agrave; 150),35000,C (de 11 &agrave; 20),340.0,Non meublé,1,,15 m,Appartement,Rennes,703930320
682082308,,E (de 231 &agrave; 330),35000,,800.0,Non meublé,4,,75 m,Appartement,Rennes,682082308
685674016,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),700.0,,3,6461,59 m,Appartement,Rennes,685674016
703956551,Oui,E (de 231 &agrave; 330),35000,,410.0,Non meublé,1,62126,25 m,Appartement,Rennes,703956551
703869058,Non,,35000,,430.0,,2,malo,28 m,Appartement,Rennes,703869058
703855439,,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),425.0,Non meublé,1,,21 m,Appartement,Rennes,703855439
703942273,Oui,E (de 231 &agrave; 330),35000,,510.0,Non meublé,2,pibo,42 m,Appartement,Rennes,703942273
703955111,Oui,,35000,,630.0,Non meublé,3,moui,60 m,Appartement,Rennes,703955111
703868922,Oui,D (de 151 &agrave; 230),35000,,815.0,Non meublé,4,ges16250001-227,78 m,Appartement,Rennes,703868922
703942275,Oui,,35000,,543.0,Non meublé,2,62546,36 m,Appartement,Rennes,703942275
698120445,,,35000,,550.0,Non meublé,2,,35 m,Appartement,Rennes,698120445
703756493,,B (de 51 &agrave; 90),35000,B (de 6 &agrave; 10),720.0,Non meublé,3,,62 m,Appartement,Rennes,703756493
703979372,Oui,,35000,,399.0,Non meublé,1,61179,20 m,Appartement,Rennes,703979372
685460690,Oui,D (de 151 &agrave; 230),35000,,366.0,Non meublé,1,62493,18 m,Appartement,Rennes,685460690
703723157,,E (de 231 &agrave; 330),35000,D (de 21 &agrave; 35),750.0,Meublé,2,,45 m,Appartement,Rennes,703723157
667499946,Oui,F (de 331 &agrave; 450),35000,,360.0,Non meublé,1,mori,25 m,Appartement,Rennes,667499946
703940155,Oui,D (de 151 &agrave; 230),35000,,465.0,Non meublé,2,63542,40 m,Appartement,Rennes,703940155
703767568,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),670.0,Non meublé,2,ofw-17482-50851-a,38 m,Appartement,Rennes,703767568
703694973,,E (de 231 &agrave; 330),35000,,410.0,Non meublé,2,,23 m,Appartement,Rennes,703694973
667495359,Oui,E (de 231 &agrave; 330),35000,,442.0,Non meublé,2,61912,38 m,Appartement,Rennes,667495359
703684483,,,35000,,595.0,Non meublé,2,,38 m,Appartement,Rennes,703684483
681836384,,G (de 451 &agrave; 590),35000,D (de 21 &agrave; 35),711.0,Non meublé,2,,58 m,Appartement,Rennes,681836384
699956334,Non,C (de 91 &agrave; 150),35000,,460.0,Non meublé,2,momartin,34 m,Appartement,Rennes,699956334
685372906,Oui,F (de 331 &agrave; 450),35000,,546.0,Non meublé,2,60946,42 m,Appartement,Rennes,685372906
703956552,Oui,,35000,,332.0,Non meublé,1,61185,23 m,Appartement,Rennes,703956552
685367417,Oui,D (de 151 &agrave; 230),35000,,675.0,Non meublé,2,62868,52 m,Appartement,Rennes,685367417
685368774,Oui,D (de 151 &agrave; 230),35000,,465.0,Non meublé,2,62757,25 m,Appartement,Rennes,685368774
685372907,Oui,E (de 231 &agrave; 330),35000,,539.0,Non meublé,2,62252,40 m,Appartement,Rennes,685372907
703675830,Oui,,35000,,595.0,,4,g00361388,64 m,Appartement,Rennes,703675830
703663100,Oui,B (de 51 &agrave; 90),35000,,783.0,,3,b-e062p4,84 m,Appartement,Rennes,703663100
647196894,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),381.0,Non meublé,1,sc2006-34,18 m,Appartement,Rennes,647196894
685365348,Oui,D (de 151 &agrave; 230),35000,,547.0,Non meublé,2,60910,38 m,Appartement,Rennes,685365348
703643460,,,35000,,360.0,Non meublé,1,,18 m,Appartement,Rennes,703643460
685366363,Oui,E (de 231 &agrave; 330),35000,,585.0,Non meublé,2,60463,38 m,Appartement,Rennes,685366363
703626387,,,35000,,450.0,Meublé,1,,25 m,Appartement,Rennes,703626387
703618419,,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),715.0,Non meublé,3,,60 m,Appartement,Rennes,703618419
703460525,,Vierge,35000,Vierge,620.0,Non meublé,2,,53 m,Appartement,Rennes,703460525
685312966,Oui,,35000,,689.0,Non meublé,,12663,63 m,Appartement,Rennes,685312966
667169759,Oui,,35000,,908.0,,3,g00360943,90 m,Appartement,Rennes,667169759
703331972,,F (de 331 &agrave; 450),35000,F (de 56 &agrave; 80),678.0,,2,,52 m,Appartement,Rennes,703331972
703314414,,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),600.0,Non meublé,3,,53 m,Appartement,Rennes,703314414
667329735,Oui,C (de 91 &agrave; 150),35000,A (moins de 5),740.0,Non meublé,3,60636_6985280,78 m,Appartement,Rennes,667329735
635280402,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),470.0,Non meublé,2,019-2740,51 m,Appartement,Rennes,635280402
703280620,,A (moins de 50),35000,A (moins de 5),590.0,Non meublé,2,,45 m,Appartement,Rennes,703280620
703269727,,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),495.0,Non meublé,2,,32 m,Appartement,Rennes,703269727
685339764,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),770.0,Non meublé,2,g1767cs,67 m,Appartement,Rennes,685339764
667285436,Oui,B (de 51 &agrave; 90),35000,C (de 11 &agrave; 20),645.0,,3,7414,64 m,Appartement,Rennes,667285436
685327154,Oui,E (de 231 &agrave; 330),35000,,540.0,Non meublé,2,1451_6812057,44 m,Appartement,Rennes,685327154
620870544,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),645.0,Non meublé,2,3969,42 m,Appartement,Rennes,620870544
703202861,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),567.0,Non meublé,1,g237ab,36 m,Appartement,Rennes,703202861
684684775,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),770.0,Non meublé,3,12630,72 m,Appartement,Rennes,684684775
703153019,,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),460.0,,2,,31 m,Appartement,Rennes,703153019
703077233,,B (de 51 &agrave; 90),35000,C (de 11 &agrave; 20),1350.0,Meublé,2,,36 m,Appartement,Rennes,703077233
703067578,,C (de 91 &agrave; 150),35000,C (de 11 &agrave; 20),1250.0,Meublé,1,,27 m,Appartement,Rennes,703067578
703017216,,D (de 151 &agrave; 230),35000,,670.0,Non meublé,3,,57 m,Appartement,Rennes,703017216
703002507,,,35000,,460.0,Non meublé,2,,35 m,Appartement,Rennes,703002507
685008540,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),515.0,Non meublé,2,25762_1943444,46 m,Appartement,Rennes,685008540
684803777,Oui,E (de 231 &agrave; 330),35000,G (de 81 &agrave; 110),590.0,Non meublé,2,12820,42 m,Appartement,Rennes,684803777
702911531,Oui,F (de 331 &agrave; 450),35000,,485.0,Non meublé,2,paillette2,30 m,Appartement,Rennes,702911531
684803817,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),1795.0,Non meublé,6,13439v-10-me-4,167 m,Appartement,Rennes,684803817
684803787,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),641.0,Non meublé,2,2466v,51 m,Appartement,Rennes,684803787
646458341,Oui,D (de 151 &agrave; 230),35000,,530.0,Non meublé,,183,50 m,Appartement,Rennes,646458341
702857316,,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),491.0,Non meublé,2,,47 m,Appartement,Rennes,702857316
685020469,Oui,D (de 151 &agrave; 230),35000,C (de 11 &agrave; 20),462.0,,2,ges21340002,33 m,Appartement,Rennes,685020469
646468302,Oui,D (de 151 &agrave; 230),35000,,649.0,Non meublé,4,22,65 m,Appartement,Rennes,646468302
681926410,Oui,D (de 151 &agrave; 230),35000,,695.0,Non meublé,5,g00269033,80 m,Appartement,Rennes,681926410
703163694,Oui,A (moins de 50),35000,A (moins de 5),660.0,Non meublé,3,7252,62 m,Appartement,Rennes,703163694
702843822,,C (de 91 &agrave; 150),35000,B (de 6 &agrave; 10),975.0,Non meublé,3,,80 m,Appartement,Rennes,702843822
623730473,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),719.0,Non meublé,3,g1124sl,65 m,Appartement,Rennes,623730473
646452163,Oui,E (de 231 &agrave; 330),35000,,545.0,Non meublé,,dol,50 m,Appartement,Rennes,646452163
702870459,Oui,C (de 91 &agrave; 150),35000,E (de 36 &agrave; 55),750.0,Non meublé,3,g175sb,63 m,Appartement,Rennes,702870459
684803803,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),538.0,Non meublé,2,11932,42 m,Appartement,Rennes,684803803
684712797,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),562.0,Non meublé,2,sc2007-049,38 m,Appartement,Rennes,684712797
487835607,Oui,D (de 151 &agrave; 230),35000,,498.0,Non meublé,2,g00360585,50 m,Appartement,Rennes,487835607
702785423,,,35000,,350.0,,,,20 m,Appartement,Rennes,702785423
702776507,,,35000,,457.0,Non meublé,2,,30 m,Appartement,Rennes,702776507
684710710,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),670.0,Non meublé,3,g1917cs,58 m,Appartement,Rennes,684710710
702685944,,C (de 91 &agrave; 150),35000,E (de 36 &agrave; 55),750.0,Non meublé,4,,70 m,Appartement,Rennes,702685944
662868991,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),500.0,Non meublé,2,6677,42 m,Appartement,Rennes,662868991
684703996,Oui,F (de 331 &agrave; 450),35000,C (de 11 &agrave; 20),460.0,Non meublé,1,ges06020010,28 m,Appartement,Rennes,684703996
702658363,Oui,B (de 51 &agrave; 90),35000,C (de 11 &agrave; 20),782.0,Non meublé,3,mb0325-13,62 m,Appartement,Rennes,702658363
684647792,Oui,E (de 231 &agrave; 330),35000,,502.0,Non meublé,2,1288,41 m,Appartement,Rennes,684647792
702613696,,E (de 231 &agrave; 330),35000,B (de 6 &agrave; 10),525.0,Non meublé,2,,37 m,Appartement,Rennes,702613696
684504203,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),1350.0,Non meublé,5,hg1190,109 m,Appartement,Rennes,684504203
701950976,,Vierge,35000,Vierge,400.0,Non meublé,1,,30 m,Appartement,Rennes,701950976
684515375,Oui,E (de 231 &agrave; 330),35000,E (de 36 &agrave; 55),780.0,,3,l6212,65 m,Appartement,Rennes,684515375
666313570,Oui,D (de 151 &agrave; 230),35000,,470.0,Non meublé,2,60279,51 m,Appartement,Rennes,666313570
702658332,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),590.0,Non meublé,3,mb0328-14,62 m,Appartement,Rennes,702658332
684703991,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),490.0,,2,ges20440064,34 m,Appartement,Rennes,684703991
684569161,Oui,E (de 231 &agrave; 330),35000,,510.0,,2,0258,42 m,Appartement,Rennes,684569161
646175635,Oui,D (de 151 &agrave; 230),35000,,535.0,Non meublé,2,62854,45 m,Appartement,Rennes,646175635
702501733,Oui,D (de 151 &agrave; 230),35000,,870.0,,3,g00269075,70 m,Appartement,Rennes,702501733
684401251,Oui,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),512.0,Non meublé,2,3759,44 m,Appartement,Rennes,684401251
702608826,Oui,F (de 331 &agrave; 450),35000,,485.0,Non meublé,2,ges13900394-227,38 m,Appartement,Rennes,702608826
702642271,Oui,C (de 91 &agrave; 150),35000,,810.0,,3,g00268558,71 m,Appartement,Rennes,702642271
666249954,Oui,E (de 231 &agrave; 330),35000,,590.0,Non meublé,4,60710,71 m,Appartement,Rennes,666249954
702634305,Oui,D (de 151 &agrave; 230),35000,,365.0,,1,g00160825,18 m,Appartement,Rennes,702634305
684453801,Oui,D (de 151 &agrave; 230),35000,,641.0,,3,60415,60 m,Appartement,Rennes,684453801
666229028,Oui,D (de 151 &agrave; 230),35000,,620.0,,2,g00162176,51 m,Appartement,Rennes,666229028
646054763,Oui,,35000,,1310.0,,5,g00361361,106 m,Appartement,Rennes,646054763
693067049,Non,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),600.0,Non meublé,3,009/356,65 m,Appartement,Rennes,693067049
702597556,Oui,E (de 231 &agrave; 330),35000,,737.0,Non meublé,1,1,45 m,Appartement,Rennes,702597556
702624259,Oui,,35000,,577.0,Non meublé,2,l276,33 m,Appartement,Rennes,702624259
646155333,Oui,D (de 151 &agrave; 230),35000,,600.0,Non meublé,3,60763,70 m,Appartement,Rennes,646155333
646157770,Oui,,35000,,850.0,Non meublé,3,62577,90 m,Appartement,Rennes,646157770
702613849,Oui,E (de 231 &agrave; 330),35000,,815.0,,3,g00161895,67 m,Appartement,Rennes,702613849
666229064,Oui,D (de 151 &agrave; 230),35000,,505.0,,2,g00163685,41 m,Appartement,Rennes,666229064
684694632,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),595.0,Non meublé,3,2914_10139445,60 m,Appartement,Rennes,684694632
702404670,,F (de 331 &agrave; 450),35000,F (de 56 &agrave; 80),740.0,Non meublé,4,,63 m,Appartement,Rennes,702404670
702386702,Oui,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),676.0,Non meublé,3,10488,64 m,Appartement,Rennes,702386702
702374912,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),480.0,,2,5888,34 m,Appartement,Rennes,702374912
702386952,,,35000,,420.0,Non meublé,3,,39 m,Appartement,Rennes,702386952
702386710,Oui,C (de 91 &agrave; 150),35000,B (de 6 &agrave; 10),780.0,Non meublé,3,8757,68 m,Appartement,Rennes,702386710
702310154,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),660.0,Non meublé,2,g626mh,49 m,Appartement,Rennes,702310154
702374937,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),510.0,Non meublé,2,6311,44 m,Appartement,Rennes,702374937
702374919,Oui,C (de 91 &agrave; 150),35000,C (de 11 &agrave; 20),555.0,,2,5672,45 m,Appartement,Rennes,702374919
702310220,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),520.0,Non meublé,2,g1645mh,38 m,Appartement,Rennes,702310220
684319066,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),750.0,Non meublé,3,25888,70 m,Appartement,Rennes,684319066
702310146,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),830.0,Non meublé,3,g1918mh,75 m,Appartement,Rennes,702310146
702386675,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),555.0,Non meublé,2,13467,31 m,Appartement,Rennes,702386675
702310151,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),435.0,Non meublé,1,g1726mh,35 m,Appartement,Rennes,702310151
702445744,Oui,F (de 331 &agrave; 450),35000,C (de 11 &agrave; 20),660.0,Non meublé,2,fl0446759,60 m,Appartement,Rennes,702445744
695266336,,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),795.0,Non meublé,4,,78 m,Appartement,Rennes,695266336
702310203,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),650.0,Non meublé,3,g1219mh,65 m,Appartement,Rennes,702310203
702293843,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),310.0,Non meublé,1,g4113,11 m,Appartement,Rennes,702293843
684291477,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),517.0,Non meublé,2,10205v,38 m,Appartement,Rennes,684291477
702434841,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),647.0,Non meublé,2,18873_6970859,45 m,Appartement,Rennes,702434841
702207283,,,35000,,560.0,Non meublé,2,,50 m,Appartement,Rennes,702207283
702374953,Oui,,35000,,370.0,,1,6312,26 m,Appartement,Rennes,702374953
702310148,Oui,C (de 91 &agrave; 150),35000,F (de 56 &agrave; 80),660.0,Non meublé,4,g496mh,82 m,Appartement,Rennes,702310148
684365182,Oui,D (de 151 &agrave; 230),35000,,570.0,,2,ges20650136,50 m,Appartement,Rennes,684365182
702193104,,B (de 51 &agrave; 90),35000,B (de 6 &agrave; 10),20.0,Meublé,2,,15 m,Appartement,Rennes,702193104
684367285,,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),618.0,,4,lf_72,70 m,Appartement,Rennes,684367285
684307983,Oui,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),545.0,,2,5707,46 m,Appartement,Rennes,684307983
702310089,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),545.0,Non meublé,2,g1154mh,46 m,Appartement,Rennes,702310089
684367251,,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),380.0,,1,lf_53-18,27 m,Appartement,Rennes,684367251
702174370,Oui,D (de 151 &agrave; 230),35000,C (de 11 &agrave; 20),535.0,,2,l6298,40 m,Appartement,Rennes,702174370
702310202,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),570.0,Non meublé,2,g761mh,53 m,Appartement,Rennes,702310202
657126360,,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),565.0,Non meublé,3,,60 m,Appartement,Rennes,657126360
702190789,Oui,B (de 51 &agrave; 90),35000,C (de 11 &agrave; 20),847.0,Non meublé,3,l1929tt,69 m,Appartement,Rennes,702190789
665870074,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),687.0,,3,4,62 m,Appartement,Rennes,665870074
702310111,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),600.0,Non meublé,3,g1890mh,57 m,Appartement,Rennes,702310111
702160017,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),433.0,Non meublé,1,104,24 m,Appartement,Rennes,702160017
702310173,Oui,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),845.0,Non meublé,3,g1017mh,81 m,Appartement,Rennes,702310173
684342311,,E (de 231 &agrave; 330),35000,E (de 36 &agrave; 55),510.0,,2,11167alc,42 m,Appartement,Rennes,684342311
684307945,Oui,C (de 91 &agrave; 150),35000,A (moins de 5),430.0,,2,5825,31 m,Appartement,Rennes,684307945
702310165,Oui,E (de 231 &agrave; 330),35000,E (de 36 &agrave; 55),655.0,Non meublé,3,g1070mh,59 m,Appartement,Rennes,702310165
684291489,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),1947.0,Non meublé,6,15924,145 m,Appartement,Rennes,684291489
702310228,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),560.0,Non meublé,3,g1042mh,49 m,Appartement,Rennes,702310228
702310079,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),400.0,Non meublé,1,g0998mh,26 m,Appartement,Rennes,702310079
702155551,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),550.0,Non meublé,2,nvg2155cs,46 m,Appartement,Rennes,702155551
665816978,Oui,C (de 91 &agrave; 150),35000,C (de 11 &agrave; 20),710.0,Non meublé,3,sc2006-102,64 m,Appartement,Rennes,665816978
691448759,,F (de 331 &agrave; 450),35000,F (de 56 &agrave; 80),330.0,,2,,38 m,Appartement,Rennes,691448759
702207188,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),830.0,Non meublé,5,ofw-12842-39269-c,90 m,Appartement,Rennes,702207188
702146049,Oui,C (de 91 &agrave; 150),35000,,610.0,Non meublé,3,22,68 m,Appartement,Rennes,702146049
693578828,,D (de 151 &agrave; 230),35000,D (de 21 &agrave; 35),500.0,Non meublé,2,,34 m,Appartement,Rennes,693578828
702310192,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),500.0,Non meublé,1,g1828mh,35 m,Appartement,Rennes,702310192
702310120,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),910.0,Non meublé,4,g1252mh,92 m,Appartement,Rennes,702310120
702310143,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),690.0,Non meublé,4,g698-01mh,75 m,Appartement,Rennes,702310143
684307973,Oui,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),485.0,,1,6827,29 m,Appartement,Rennes,684307973
702170860,Oui,C (de 91 &agrave; 150),35000,,430.0,Non meublé,1,,22 m,Appartement,Rennes,702170860
702310159,Oui,,35000,,1050.0,Non meublé,3,g927mh,87 m,Appartement,Rennes,702310159
702310168,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),410.0,Non meublé,1,g1439mh,26 m,Appartement,Rennes,702310168
702310106,Oui,E (de 231 &agrave; 330),35000,C (de 11 &agrave; 20),405.0,Non meublé,1,g1338mh,35 m,Appartement,Rennes,702310106
702330441,Oui,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),610.0,Non meublé,3,ofw-17501-54496-a,58 m,Appartement,Rennes,702330441
702106217,,D (de 151 &agrave; 230),35000,Vierge,284.0,Non meublé,1,,30 m,Appartement,Rennes,702106217
702123736,Oui,B (de 51 &agrave; 90),35000,,893.0,Non meublé,4,5746-244958,92 m,Appartement,Rennes,702123736
702310122,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),475.0,Non meublé,2,g1491mh,42 m,Appartement,Rennes,702310122
702117001,Oui,E (de 231 &agrave; 330),35000,,650.0,Non meublé,3,mdg-259-20,65 m,Appartement,Rennes,702117001
695390952,,B (de 51 &agrave; 90),35000,,390.0,Meublé,1,,20 m,Appartement,Rennes,695390952
665876632,Oui,B (de 51 &agrave; 90),35000,C (de 11 &agrave; 20),485.0,Non meublé,1,6470,29 m,Appartement,Rennes,665876632
702212519,Oui,A (moins de 50),35000,,840.0,,3,g00164208,67 m,Appartement,Rennes,702212519
702038474,,D (de 151 &agrave; 230),35000,E (de 36 &agrave; 55),635.0,Non meublé,3,,68 m,Appartement,Rennes,702038474
702079956,Oui,B (de 51 &agrave; 90),35000,C (de 11 &agrave; 20),870.0,Non meublé,4,2951_10281873,78 m,Appartement,Rennes,702079956
701985901,,E (de 231 &agrave; 330),35000,F (de 56 &agrave; 80),495.0,,2,,48 m,Appartement,Rennes,701985901
701970541,,D (de 151 &agrave; 230),35000,C (de 11 &agrave; 20),575.0,Non meublé,2,,38 m,Appartement,Rennes,701970541
620181554,Non,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),535.0,Non meublé,3,t3ruedevern,65 m,Appartement,Rennes,620181554
676588431,Non,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),525.0,Non meublé,3,t3a18,65 m,Appartement,Rennes,676588431
676592966,Non,D (de 151 &agrave; 230),35000,B (de 6 &agrave; 10),530.0,Non meublé,3,t3a14,62 m,Appartement,Rennes,676592966
701904193,Non,E (de 231 &agrave; 330),35000,,450.0,Non meublé,2,,40 m,Appartement,Rennes,701904193
701900866,Non,F (de 331 &agrave; 450),35000,,500.0,Non meublé,2,,35 m,Appartement,Rennes,701900866
701870926,,E (de 231 &agrave; 330),35000,E (de 36 &agrave; 55),550.0,Non meublé,2,,53 m,Appartement,Rennes,701870926
701860965,,,35000,,490.0,,2,,40 m,Appartement,Rennes,701860965
701860944,Non,E (de 231 &agrave; 330),35000,,500.0,Non meublé,2,,45 m,Appartement,Rennes,701860944
683813349,Oui,E (de 231 &agrave; 330),35000,,347.0,Non meublé,1,ges16220001-227,17 m,Appartement,Rennes,683813349
683875221,Oui,C (de 91 &agrave; 150),35000,D (de 21 &agrave; 35),825.0,Non meublé,3,l1760ab,59 m,Appartement,Rennes,683875221
701819548,,,35000,,790.0,Non meublé,4,,87 m,Appartement,Rennes,701819548
701806297,,Vierge,35000,Vierge,350.0,Non meublé,1,,25 m,Appartement,Rennes,701806297
701791779,,A (moins de 50),35000,A (moins de 5),550.0,Meublé,1,,35 m,Appartement,Rennes,701791779
701816262,Oui,D (de 151 &agrave; 230),35000,F (de 56 &agrave; 80),630.0,Non meublé,2,hg102857,46 m,Appartement,Rennes,701816262
701768964,,D (de 151 &agrave; 230),35000,G (de 81 &agrave; 110),690.0,Non meublé,4,,80 m,Appartement,Rennes,701768964
701733185,,,35000,,390.0,Meublé,,,20 m,Appartement,Rennes,701733185
701729390,,A (moins de 50),35000,A (moins de 5),600.0,Meublé,1,,38 m,Appartement,Rennes,701729390
